"y","s1","s2","s3","x_exp","x1"
NA,1,1,0,1,-0.370077715737989
NA,0,0,0,0,1.03555840946679
NA,0,0,1,0,0.674356594506085
1,1,1,1,1,-1.16103526253833
NA,1,0,1,1,0.887707405569413
NA,0,0,0,0,-1.30172699155604
NA,0,0,1,0,-0.17567407394657
NA,0,0,0,0,-0.934502405816244
NA,1,1,1,1,1.05474699995674
1,1,1,1,0,-2.08570287948355
0,0,1,0,0,0.293184386555958
NA,0,0,0,0,0.629658238513612
NA,1,1,1,1,-0.693407855547236
NA,0,0,1,1,0.285186875356938
NA,0,0,0,1,-1.16239639153742
NA,0,1,0,1,-0.0498392269216174
NA,1,1,1,1,2.06672070584818
NA,1,1,1,0,0.197461941399792
NA,1,1,1,0,-0.0980315850981837
0,0,0,1,0,0.414210959689617
NA,1,0,0,0,-0.249851819699666
0,0,0,0,0,-2.02043215765838
1,1,1,1,0,1.39663164240218
NA,0,1,1,1,0.819719081720447
NA,0,0,0,0,-1.03690555135253
NA,0,0,1,0,-1.19953068007035
NA,1,1,1,0,2.1400487022101
NA,1,1,1,1,0.700108094575543
NA,1,1,1,1,1.1123439802256
NA,1,1,1,0,-1.03855056610799
NA,1,1,1,0,0.832351888867105
NA,1,1,1,0,0.354926063188087
NA,1,1,1,1,1.66491699358816
1,1,1,1,0,-0.0186613050882532
NA,1,0,0,1,-0.334589515444303
NA,1,1,1,0,-0.823713984461244
NA,1,1,1,0,0.592766184080721
NA,1,1,1,1,-0.442445406333633
NA,0,1,0,1,-0.148235762799577
NA,1,0,0,0,1.34572875225222
NA,1,0,1,0,-0.834492189874164
NA,0,1,1,0,0.074267794252929
NA,1,1,1,0,-0.141595070260956
NA,1,1,1,0,1.26840184847313
NA,1,1,1,0,0.534896428632966
NA,0,1,1,0,-1.66786105478772
NA,0,0,0,0,1.1203472888345
NA,1,1,1,1,-0.032917078347788
NA,0,0,0,1,-0.614934445527346
1,1,0,1,0,0.294338768274015
NA,1,1,1,1,0.934799582204673
NA,1,0,1,0,0.36458639367183
0,0,0,0,1,0.25021150352393
0,0,0,0,0,-0.244374967016208
NA,1,0,0,0,0.00781433473992977
1,1,1,1,0,0.890405272956706
NA,0,1,1,1,0.103245708006664
NA,0,0,0,0,0.0334009812346458
NA,1,1,1,1,1.53225749693124
0,0,1,0,0,1.81325171382085
NA,0,0,0,0,-0.357482225718381
NA,0,0,0,0,0.387689342700625
NA,0,0,0,1,-0.749859528875998
NA,0,0,0,0,-0.169453737873815
NA,1,0,1,0,-0.380399308999948
NA,0,0,0,0,0.333407277904251
NA,0,0,0,0,0.115910173369824
NA,0,1,1,0,0.0356288727900478
NA,0,0,0,0,-0.526046594522349
NA,0,0,0,0,0.0387479368752184
NA,1,1,1,0,0.00802036693587065
NA,0,0,0,0,-1.5275933517691
NA,0,0,0,0,-0.408472398900697
NA,1,0,1,0,0.247832428234545
NA,1,1,1,0,-2.33083984700299
NA,1,1,1,0,-0.12366176090545
NA,0,0,1,0,-0.466357189287434
NA,0,1,1,0,1.93176118434973
NA,0,0,1,0,-0.842734272918013
NA,1,1,1,1,-1.23389876490735
NA,0,0,0,0,-0.227132719564778
NA,0,0,0,0,-1.10241968438058
NA,1,1,1,0,2.61508696884203
NA,0,0,0,0,-1.21948012242474
NA,0,0,0,1,0.56245872410023
NA,0,0,0,1,-0.376986620477072
0,0,0,0,1,0.279941467113725
0,0,0,0,0,-0.141510622448563
NA,0,0,0,0,-0.768450779366331
NA,0,0,0,0,1.13534820174849
NA,1,1,1,0,0.225714654111596
NA,0,0,0,0,-2.04822130407321
NA,1,0,1,0,1.07639046156841
NA,0,0,0,0,-0.540822146905067
NA,1,1,1,1,-0.294721508609994
NA,1,1,1,1,1.12326238301839
NA,0,0,0,0,0.354584937432398
NA,0,0,0,0,-0.163818042818451
0,0,0,0,0,-0.277875122337107
NA,0,0,1,0,-1.30860402216492
NA,1,1,1,0,0.39231164628813
NA,1,1,1,0,-0.733570841884882
NA,0,1,0,0,-1.3680885547351
1,1,1,1,1,-0.74466629724513
NA,1,1,1,0,1.50393838498383
NA,0,0,0,0,0.667541681912442
NA,0,0,1,1,1.07303588596906
0,0,0,0,1,-0.227696762597712
NA,0,1,0,0,0.212041212541865
NA,0,1,0,0,1.38217027022042
NA,0,1,1,0,-1.3188633002892
NA,0,0,0,1,-1.24592944089435
NA,1,0,0,0,0.385810267203066
NA,0,1,0,1,2.61376482878472
NA,0,0,0,0,0.39273032682273
NA,0,0,0,0,1.96981542684091
NA,0,0,1,1,-1.47083334830401
NA,1,1,1,0,-0.590396925812107
NA,0,0,1,0,-0.794479516181576
NA,0,0,1,0,-1.22270176366994
NA,0,0,0,0,0.518954955996835
NA,0,0,1,0,0.177551173886802
NA,0,0,0,1,-0.00877160970420036
NA,1,1,1,1,0.0397953007738605
NA,0,0,0,0,0.25823058068981
NA,0,1,0,1,-1.01862596112976
NA,0,0,0,0,0.274459901047385
NA,0,0,0,1,0.670838678120883
NA,1,0,1,1,-0.6126400488726
NA,0,1,1,0,-1.4399646871202
NA,1,1,1,0,-0.182818598318043
NA,1,1,1,0,0.0962323451376601
NA,1,1,1,0,0.721652862032909
NA,1,1,1,1,0.553197318912049
NA,1,0,1,1,0.666828659423334
NA,0,0,0,0,1.12584488383594
NA,1,0,1,0,0.715956338082121
NA,1,0,0,0,0.140523568767649
NA,0,1,0,1,0.392266471259449
1,1,1,1,0,-0.793109893360833
NA,1,1,1,0,1.11180645260999
NA,0,0,0,0,0.854941157672642
NA,0,0,0,1,0.343077834137072
NA,1,1,1,0,1.13957006051438
NA,0,0,0,0,1.17335727221771
NA,1,0,1,0,1.62153191910025
NA,1,0,1,0,0.103675964474812
NA,0,1,1,0,0.0454179408573158
NA,1,1,1,0,1.23654931424194
NA,0,1,0,0,-1.57515376940949
NA,0,0,1,0,0.493691934406488
NA,0,1,1,0,-2.47089362972637
NA,0,0,1,0,2.22760562612663
NA,1,0,0,1,0.434312533958899
NA,1,0,0,0,-0.0271729928197668
NA,1,1,1,0,1.21963141866386
NA,1,1,1,0,1.6722834039637
NA,1,1,1,0,0.362781027941521
NA,0,0,0,0,1.00824614011788
NA,1,1,1,0,-0.734084287555481
NA,1,1,1,1,0.606062769077194
NA,1,1,1,0,-0.288980930423591
NA,1,1,1,0,-0.26840293534502
NA,0,0,0,0,-0.197229328292342
NA,1,0,0,0,1.14159859099214
NA,0,0,0,1,-0.415687269062341
NA,1,0,0,0,-0.875999802893502
NA,1,1,1,0,-0.616889105663876
NA,0,0,0,1,1.08343415212561
0,0,0,0,1,0.447855933869939
NA,0,0,1,1,-0.163848384198799
NA,1,1,1,0,2.38727288916033
NA,1,1,1,0,-0.268424526782127
NA,1,1,1,0,0.458139801197902
NA,1,0,0,1,-0.640390433391268
NA,1,1,1,0,0.875906789700285
NA,1,0,0,0,0.216183715171439
0,0,0,0,0,0.640885177375958
NA,0,0,0,0,0.418858408881877
NA,1,1,1,1,0.0139544306019124
NA,1,1,1,0,1.65009461181507
NA,1,1,1,1,-0.558271445372085
NA,0,1,1,0,0.475151874934689
NA,1,1,1,1,-0.218504215676118
NA,0,0,0,1,0.546071509498653
NA,0,1,0,0,-0.144123938522857
NA,1,1,1,1,1.25160759103449
NA,0,1,0,0,1.01299388627602
NA,1,1,1,0,0.720384939314746
NA,1,1,1,0,-0.913663871115824
NA,0,0,0,0,-1.24687037858684
NA,1,1,1,0,1.95867885227777
NA,1,1,1,1,-0.426242378898137
NA,1,1,1,1,0.745013391500858
NA,1,1,1,1,-0.770745095529762
0,0,0,1,1,-0.865047759325344
NA,1,1,1,1,-1.10649862589586
NA,0,1,0,0,-0.76531640637641
NA,1,1,1,1,0.75481940577351
NA,0,0,0,1,-1.41029353107296
NA,0,0,0,1,-0.00032203771282776
NA,0,0,0,0,-0.25703805159971
NA,0,0,0,0,-0.862665967855962
NA,0,1,0,0,-0.326176208944539
NA,0,0,0,0,-1.92526552100535
NA,0,0,1,0,-1.72695590262904
NA,0,0,0,1,-1.25712737646708
NA,1,1,1,0,0.21273039496615
NA,0,0,1,1,0.231366444223246
NA,0,0,0,0,1.59404150191882
0,0,0,0,1,0.792391156900006
NA,0,0,1,1,0.039616739334653
NA,1,0,0,1,1.49651196540174
NA,0,0,0,0,0.283590637385124
NA,0,0,0,0,0.119756816026845
NA,1,1,1,0,-1.07679958274699
NA,1,1,1,0,-0.526186905065203
NA,1,0,1,0,-0.580989703725289
NA,1,1,0,0,1.0268422998324
NA,1,1,1,1,-1.00664815366179
NA,0,0,0,0,-1.71204680047836
NA,1,1,1,0,0.0806305238474451
NA,0,0,0,0,-0.938879360785209
1,0,1,1,0,1.20524333867342
NA,1,1,1,1,0.0120446481872843
NA,1,1,1,0,0.920770556251758
NA,0,0,0,0,-0.597193074545701
NA,1,1,0,0,0.248606608940614
NA,1,1,1,1,2.27480613848368
NA,0,1,1,1,0.876614397375271
NA,1,1,0,0,0.584917256231762
NA,1,0,0,0,-0.345880731833807
NA,1,0,0,0,0.918622120665388
NA,0,0,0,1,0.0926726752986659
NA,1,0,0,0,-0.650938845258319
NA,1,1,1,0,1.56535105379129
NA,0,1,0,0,-0.782906520140661
NA,1,1,1,0,-0.502509223947707
NA,1,0,0,1,0.946698683681556
0,1,0,0,0,0.00280960463860343
NA,0,0,0,0,-0.656587694920091
NA,0,0,0,0,-0.405499736445793
NA,0,0,0,0,0.608592916801487
NA,1,0,0,0,-0.269244626952592
NA,0,0,0,0,0.780895562050504
0,0,0,0,0,-1.04883650167623
0,0,0,0,0,-1.51424908364505
NA,1,0,1,0,0.989386567280985
NA,0,0,0,0,0.129562318740217
NA,0,0,0,0,1.61063599119485
NA,0,0,0,0,0.0814610863173187
1,1,1,1,1,-0.604647710484552
1,1,1,1,0,-0.585513751580606
NA,1,0,1,0,-0.101469785730912
NA,0,0,0,1,1.15073930296231
NA,1,0,1,0,-0.249872801446036
NA,0,0,1,0,-0.874016165884238
NA,1,1,1,0,-1.14592239238148
NA,1,1,1,0,2.16079971399914
NA,1,1,1,0,-0.64368583609056
NA,1,0,0,0,-2.00610973302249
NA,0,0,0,0,0.339660686947017
NA,1,1,1,1,-1.5053219776465
NA,0,0,0,0,-0.843827920541747
NA,1,0,0,0,-0.315847820023896
NA,0,0,1,0,0.0489146966614446
NA,0,0,0,0,-0.701954110385587
NA,0,0,0,1,1.05733458353797
NA,0,0,0,1,0.0346754159987064
1,1,1,1,0,0.24279608883715
NA,1,1,1,0,0.0381391168082731
NA,1,0,0,1,-1.46779767996609
NA,0,0,1,0,0.963172719559707
NA,1,0,1,0,-0.547240371318326
NA,1,0,0,0,-0.313793711375938
NA,0,1,0,0,-1.06595153060291
NA,1,0,0,0,-0.881645957306003
NA,1,1,1,0,1.8029308539246
NA,0,0,0,0,-0.994210084185046
NA,1,1,1,1,1.290832446396
NA,0,0,0,0,0.862125356427114
NA,0,0,0,0,1.05514395754682
NA,1,0,0,1,1.43903031500509
NA,0,0,0,0,0.299106278083703
NA,0,1,0,0,0.210505499872582
NA,0,0,0,0,0.583573555010253
NA,0,0,0,0,-1.18566638257695
NA,0,1,1,0,0.665145247715084
NA,1,1,1,0,0.749635874011995
1,1,1,1,0,-0.699451914053633
NA,0,1,1,0,0.457830874571286
NA,0,1,1,0,-1.05637900744395
NA,0,1,1,1,-0.84805517322351
NA,0,0,1,1,-0.342243204766066
NA,1,1,1,0,2.22402324200275
NA,1,1,1,1,0.58888809674689
NA,0,0,0,1,-0.743217892216757
NA,1,1,1,0,0.232252705328476
NA,1,1,1,1,-0.655990720812603
NA,1,1,1,1,-0.0742456301380455
NA,0,1,0,0,-0.967743356036727
NA,1,1,1,0,1.07958801270485
NA,1,1,1,0,1.46974532818557
NA,1,1,1,0,0.0307846730737546
NA,1,1,0,0,0.375130865567853
NA,0,0,0,0,-1.16870745274388
NA,0,1,1,0,-1.132840546122
NA,0,1,0,0,-1.30411220326868
NA,0,0,0,0,0.965666699617199
NA,0,0,1,0,-0.943432264365177
1,1,1,1,0,0.211889527054507
NA,1,0,1,0,3.24136420747764
NA,1,0,1,0,-2.07356156216402
NA,0,1,1,0,-0.686089455835806
NA,0,1,0,0,0.26753081222148
NA,1,0,0,0,0.565513010054123
NA,0,1,1,0,-1.09728067489102
NA,0,0,0,1,-1.70415840166489
0,1,0,1,0,1.42437897681156
NA,1,1,1,0,0.225464075727662
NA,0,0,0,0,-1.36775912804825
NA,0,1,0,1,0.151603858266095
NA,1,1,1,1,1.44076838799524
NA,1,1,1,0,1.48292912543289
NA,1,0,0,0,-0.543443761347035
NA,1,1,1,0,1.04032414985848
0,0,1,0,0,-1.76705995386815
NA,0,0,1,0,-0.378342324036081
NA,0,1,0,0,1.04819590308792
0,1,0,1,0,-1.39671584787732
NA,0,0,0,0,1.24635773132452
NA,0,1,0,0,0.135651301512804
1,1,1,0,0,1.11648284947045
0,0,0,0,1,-1.94463048716298
NA,0,0,0,0,-0.129624497049019
NA,0,1,1,0,-0.430883100699258
NA,0,1,0,0,-0.129028785492074
NA,1,1,1,0,2.44739535737931
NA,1,1,0,1,-0.592840862191128
NA,0,1,0,0,-1.24497759275183
NA,1,1,1,0,0.616379027800414
NA,0,0,0,0,0.512230567476895
NA,0,1,0,0,1.22669117090361
NA,0,0,0,1,-1.09057064468298
NA,1,1,1,0,0.34482096507191
NA,0,1,1,1,0.0624674744416669
NA,0,0,1,0,-0.949704405180592
NA,1,1,1,0,-0.997621808532165
NA,0,0,0,0,0.0713555030016609
NA,0,1,0,0,-1.21142195966229
1,0,1,1,1,0.0968747354654994
NA,0,0,0,0,-0.614946776130941
NA,0,0,0,1,-1.27574402379387
NA,1,1,1,0,0.419478507243698
NA,1,1,1,1,2.04437362351416
NA,0,0,0,1,0.774465834190057
NA,0,1,1,1,0.220550450558097
NA,0,0,0,0,-0.691247099866458
NA,1,1,1,0,0.550982263840606
NA,1,1,1,0,-0.232322960152681
NA,1,1,1,0,1.25321128149608
NA,0,0,0,0,-1.46340994239125
NA,1,1,0,1,0.25484689140431
NA,1,0,1,1,0.0732320384505033
NA,0,0,0,1,0.721446706463321
NA,0,0,0,0,0.99362473341282
NA,0,0,0,1,0.696738508675798
NA,1,1,0,0,0.376407648750898
NA,1,1,1,0,1.20740704873253
NA,0,0,0,0,0.541359240271218
NA,1,1,1,0,1.50394572235648
NA,1,1,0,1,-0.811671234025824
NA,1,0,0,0,-0.00495362206313144
0,0,0,0,1,-0.993062966057309
NA,1,0,0,0,0.591648047769398
NA,0,0,0,0,-0.0412988116825617
NA,0,1,1,0,0.713638341213223
NA,1,1,1,0,-0.711606142078035
NA,0,0,0,0,0.498928784793244
NA,0,0,0,0,1.0472370863885
NA,1,1,1,0,-0.499729208295848
NA,1,1,1,0,0.198656874950017
1,1,1,1,1,1.13521885240933
NA,0,0,0,0,2.05096405840259
NA,1,0,1,1,1.4201617955382
NA,1,0,1,0,1.74887267823727
NA,0,0,0,0,-0.485760482111216
NA,1,1,1,0,-0.918213001122637
NA,0,1,0,0,-0.228106532548177
NA,0,0,0,0,-1.26530184531143
NA,1,1,1,0,0.381249043925479
NA,0,0,1,0,0.720548038435069
NA,1,1,1,0,1.30144950929104
NA,1,1,1,1,0.506625843263705
NA,0,0,0,0,1.22478898368332
NA,1,1,1,0,-0.905843405694935
NA,0,0,1,0,-0.71715157259589
NA,1,1,0,0,-1.6666468720234
NA,0,0,0,0,-0.225079018333689
NA,0,0,0,1,0.359569557259732
NA,1,1,1,1,0.256394228502535
NA,1,1,0,1,0.387112037545733
NA,0,1,0,0,-0.821538094068202
NA,1,0,0,0,1.16746782527054
NA,0,0,0,0,0.653672676022402
NA,0,0,0,0,0.971379578098964
NA,0,0,0,0,1.2090432067852
NA,1,1,1,0,0.402908772165191
NA,1,1,1,0,-0.425020516118916
NA,1,1,0,0,-0.523007835938817
NA,1,0,0,1,0.304261606861532
NA,0,0,1,1,-1.11013122221772
NA,1,1,1,0,0.0105566387764637
0,0,0,0,0,-0.843982098808585
NA,1,0,0,0,-0.133907276572103
NA,0,0,0,1,-0.511418294075603
NA,0,0,0,0,-1.38113257667435
NA,0,0,0,1,-0.665502214859097
NA,0,1,0,0,0.164343754714999
NA,0,0,0,0,-0.812675223484529
NA,1,1,1,1,0.408808559707175
NA,0,0,1,1,-0.945978749797103
NA,1,0,1,0,0.811560298710573
0,0,0,1,0,-0.863557964691779
NA,1,1,1,1,2.20657463668125
NA,0,1,0,0,-0.83807194530692
NA,1,1,1,1,1.12145579622082
NA,1,0,0,0,-2.06304617147938
NA,0,0,0,1,-1.38424388919252
NA,0,0,1,1,0.882529282666507
0,0,0,0,0,-0.491109159026533
NA,0,0,0,0,-0.174420480701916
1,1,1,1,1,0.148637546913182
NA,1,1,1,1,0.927656593434297
0,0,0,0,0,0.189206130686716
NA,1,1,0,0,-0.257685540240877
NA,0,0,0,0,-0.691164299432107
NA,1,1,1,0,1.37078129934033
NA,1,1,1,0,0.297450381096799
0,1,0,0,0,0.489195500814693
NA,1,1,1,0,0.623179358655932
NA,1,1,1,0,1.12869555739484
NA,1,0,0,0,1.62567168969805
NA,1,0,0,1,-0.499012350326036
NA,0,0,0,0,0.262725422813374
NA,0,0,0,1,1.21300817206694
NA,1,1,1,1,3.04537976972129
1,0,1,1,1,0.333190246835086
NA,1,0,1,0,-1.26755188692311
NA,0,0,0,1,-0.543582135133455
NA,1,1,1,0,0.773666714821845
NA,0,0,0,1,-0.633151301223756
NA,0,1,1,0,0.652304357114424
NA,1,0,1,0,0.477367776991548
NA,1,1,1,0,2.24760007156193
NA,1,1,1,1,0.332440201943504
NA,1,1,1,1,-0.716424359410007
0,0,1,0,0,-0.231376797593909
NA,0,0,0,1,-0.0973217974602704
NA,1,1,1,0,-0.432346644666689
NA,1,1,1,0,0.95944382603036
NA,1,1,1,1,0.852628718835897
NA,1,1,1,0,0.148973604877914
NA,1,1,1,1,1.29414156622
NA,1,1,1,1,-1.35654484209672
NA,1,0,1,0,1.05574389094255
0,1,0,1,0,-0.360960806705723
NA,0,0,0,0,-0.06671767344212
NA,0,1,0,0,-0.749163434592304
0,0,0,0,1,0.318565009480354
NA,0,1,1,0,-0.0150679630458718
NA,0,0,1,1,-0.0715363645393702
NA,1,1,1,0,-1.65423027849751
NA,0,0,1,0,-1.47771930042263
NA,1,1,1,0,0.940831115601492
NA,1,1,1,0,-1.86031751632513
NA,0,0,1,1,-1.37910881390907
NA,0,0,0,0,0.642230866674353
NA,1,0,1,0,-0.642833383318961
NA,1,1,1,0,0.0453837146969624
NA,1,0,0,0,2.87692791722256
NA,1,1,1,0,0.334571011778345
NA,0,0,0,1,-2.77836082087894
NA,0,1,1,0,1.45907318132033
NA,0,1,1,0,0.394016933724606
NA,1,1,1,1,1.67102993959398
NA,0,0,0,1,0.267904852365186
0,0,1,0,0,-0.882276475340788
0,1,1,1,1,-2.5636897302903
1,1,1,1,1,-0.853069620882596
NA,0,0,0,0,0.487249043718975
NA,0,1,0,0,-1.7507146544855
NA,0,0,0,0,-0.586651870847691
NA,1,0,0,0,0.235987333923385
0,0,1,0,0,-1.22203430341114
NA,0,0,0,0,0.907144820519342
NA,1,1,1,0,-0.0956319345077435
NA,0,0,0,1,-0.180907915063933
NA,0,0,0,0,0.781581631843624
NA,0,0,0,0,-0.344580073664846
NA,0,0,0,0,-0.740017570234584
NA,1,1,1,0,1.60861017204252
0,0,0,0,1,0.220965436799441
NA,1,1,1,0,1.78383281191442
NA,0,0,0,0,-0.0468724466855734
NA,1,1,1,0,-0.0562369523981707
NA,1,1,1,0,-0.273060200499156
NA,1,1,1,0,0.982869302935546
NA,0,0,0,0,-1.31259361713327
NA,0,1,0,0,1.2737639907399
NA,1,1,1,0,1.97434177259551
NA,1,1,1,0,1.9498887162515
0,0,0,1,0,1.24716890652938
NA,1,1,1,1,1.33060591620667
1,1,1,1,0,1.7038845467163
NA,0,0,0,1,-2.56312110836264
NA,1,1,1,0,-0.946470187483792
NA,1,0,0,0,-0.509134711088903
NA,0,0,0,0,-0.993855355616312
NA,0,0,0,0,0.845364305769154
1,1,1,1,0,0.085264584269305
NA,0,0,0,1,-0.412966030505819
NA,0,0,0,1,0.524930578400784
NA,0,0,1,0,-0.492250762284687
NA,0,0,0,0,-1.26595082238841
NA,0,0,0,0,0.839111600683553
NA,0,0,0,0,-0.408019056135244
NA,0,0,0,0,0.332945388616772
NA,0,1,0,0,-1.35676154603989
NA,0,1,0,0,-1.06406510073479
NA,0,1,0,1,0.354628846656554
0,0,0,0,1,-0.607911526317114
NA,0,0,1,0,-1.75358953560524
NA,1,0,0,0,0.209909629164656
NA,0,0,0,0,2.40593916418109
NA,0,0,0,1,-0.410661415317263
NA,1,0,1,0,-0.125143275728332
1,1,1,0,0,1.93318093472275
NA,0,0,0,0,-0.0955649006026502
NA,1,0,1,0,0.292226566431269
NA,0,0,0,0,-0.872956562613032
NA,0,1,1,0,-0.278045595896569
NA,0,0,0,1,-0.287597301658421
1,1,1,1,1,1.59199576108251
NA,0,0,0,0,1.24170239206385
NA,0,0,0,1,-0.136327904545318
NA,1,1,0,0,0.927705182273622
NA,0,0,0,0,-0.321868686324392
NA,1,0,1,1,0.279956134995385
NA,0,0,0,0,-0.396829557455751
NA,1,1,0,0,-0.508300346730427
NA,1,1,1,0,1.40280758428151
NA,0,0,0,0,-0.675886309851723
NA,0,0,0,1,-0.484094061037191
NA,0,0,0,1,-0.0413213762812625
NA,0,0,1,0,1.17300693107554
NA,0,0,0,0,-0.993315680121136
NA,0,0,0,0,-1.3678152430489
NA,0,0,0,1,0.93051030814357
NA,1,1,1,0,-1.47206419488991
NA,0,1,0,0,-0.757425698397787
NA,0,1,1,1,1.73685144468171
NA,1,1,1,1,-0.304045546734533
0,0,1,0,0,-0.47600375917352
NA,0,0,0,1,1.50377615783616
NA,1,0,0,1,-2.11134580800403
NA,0,1,0,0,-1.32669476556366
NA,1,1,1,1,0.241027466717756
NA,0,0,0,0,-0.730115487799205
NA,1,1,1,0,-0.691452254866691
NA,0,0,0,1,0.82227913090361
NA,0,0,0,1,-0.784827936238118
NA,0,0,0,0,-0.513928568643572
NA,0,0,0,0,1.29861905700005
NA,1,1,0,1,-0.440941529605483
NA,1,1,1,0,-1.01123952746254
NA,1,1,1,0,-0.465025804069061
0,0,0,0,0,1.323380381549
NA,1,1,1,1,0.891585145067768
NA,0,0,0,0,-1.18154355691148
NA,1,0,1,0,0.756957691354605
NA,0,0,1,1,-1.8959801610286
NA,1,0,1,0,0.0538717560371082
NA,0,0,0,1,-1.11273144685839
NA,0,0,0,0,-0.633499107137872
NA,0,0,0,0,0.0691587711811442
NA,0,0,0,0,-0.203861606901182
NA,1,1,1,0,0.255933475990887
NA,0,0,0,0,-0.272633000719396
0,0,0,0,0,1.66518680458996
NA,0,0,0,1,0.635952578537267
NA,0,1,1,0,-1.0365064825313
NA,1,1,1,0,0.028179100182367
NA,0,1,0,1,-1.42352371416343
NA,0,0,1,1,-2.84991828237404
NA,0,0,1,0,0.419602910317859
NA,1,1,1,0,1.98771914125809
NA,0,0,1,0,-0.813545044016008
1,1,1,1,1,1.86196850423436
NA,0,0,0,0,0.22609921358338
NA,0,0,0,0,-0.645637728075957
NA,1,1,1,1,-1.31939836785074
NA,1,1,1,0,-0.94031179840402
NA,0,0,1,0,0.497465084886118
NA,1,1,1,0,0.606092284313797
NA,0,0,0,1,-0.278181422180863
NA,1,0,0,0,-0.609552079054482
NA,1,1,1,0,-0.994031600043564
NA,0,0,0,0,0.0756548188917215
NA,0,0,0,1,0.467060771385294
NA,1,0,1,1,0.946369299748853
NA,0,1,1,0,0.525104184149315
NA,0,1,1,1,-1.02826856801427
NA,1,0,1,0,-0.40703023368093
NA,1,1,1,1,0.848051800869803
NA,1,1,1,0,0.530618889196333
NA,0,0,1,0,0.60767027853507
NA,0,0,0,1,0.568909830463929
NA,0,0,0,1,2.30497562682915
NA,1,1,1,0,0.819608623051051
NA,0,0,1,0,-0.0935982581384412
NA,0,0,0,0,1.42021476026708
NA,1,1,1,0,1.10795127628448
NA,1,0,1,0,0.580137433233124
NA,0,0,0,0,-0.374786772302575
NA,0,0,0,0,-1.14160338516467
NA,0,0,0,0,1.32747606253116
NA,0,0,0,0,1.10655703314974
NA,1,1,1,1,-0.818497269599821
NA,1,0,0,0,-0.486257739409685
NA,1,1,1,0,0.156406166937628
NA,0,0,0,0,-0.676802147247751
NA,0,1,0,0,0.458713072658818
NA,1,0,1,0,-0.756559585998827
NA,1,0,1,0,-0.72655229776137
NA,0,0,0,0,0.506988763072734
NA,0,0,0,0,0.448433936990373
NA,0,0,0,1,0.766832169598245
NA,1,0,1,0,0.385731211209748
NA,0,0,0,1,-0.0175406270799842
NA,0,0,0,0,-0.277444609353566
NA,0,0,0,0,-0.839173644696811
NA,1,1,0,1,0.330203931887901
0,0,0,0,1,0.890684645966714
NA,0,0,0,0,-0.276799706675637
NA,1,1,0,0,0.562278679230128
NA,0,0,0,1,-0.0282709757015797
NA,0,1,1,1,0.869882782300347
NA,1,0,1,0,-0.890114886786265
NA,0,0,0,0,-1.7010716234103
NA,0,0,0,1,-0.766543796202184
NA,1,1,1,0,0.0295402074708562
NA,1,1,1,1,0.411246141722257
NA,1,1,0,0,-1.34700491094478
NA,0,0,0,0,0.241060129733667
NA,1,1,1,0,0.170599942930185
NA,0,0,0,0,-1.11297485234308
NA,1,1,1,1,0.20332917393893
NA,0,0,1,1,-0.374838031984805
NA,1,0,1,0,-0.491392247414722
NA,0,1,0,0,-1.17084557506029
1,1,1,1,1,0.432361686298562
NA,0,1,0,0,-0.956996789653408
NA,0,0,0,1,-0.658872130378197
NA,1,0,1,0,0.813353215803249
0,0,0,0,0,-0.508577500266555
NA,0,0,0,1,0.521727682644262
NA,1,1,1,1,1.74011244418935
NA,1,1,1,1,-1.00843940300801
0,1,0,0,0,-0.174767510609261
1,1,0,1,0,-0.145117003466828
NA,0,0,0,1,1.35189401979365
1,1,1,1,0,-0.27989635797803
NA,0,0,0,0,1.19016728929625
NA,1,1,1,0,0.292010176436563
NA,1,1,1,0,2.05177281372576
NA,0,0,0,1,-1.16202440677366
NA,1,1,1,0,0.356712122863174
NA,1,1,1,1,0.10138596236052
NA,1,1,1,0,0.949833989610319
NA,0,0,0,0,0.085253038538466
NA,1,1,1,1,1.56241822768191
NA,0,1,0,0,1.18522813152041
NA,0,0,1,0,0.0391330448360249
NA,1,1,1,0,1.17141086158721
NA,1,1,0,0,0.92646172172971
NA,0,1,0,0,0.933265192654895
NA,1,0,1,0,0.105559481312594
NA,0,0,0,0,-0.593808217029326
NA,0,0,0,0,1.03297929401085
NA,0,1,0,0,-0.923335741051591
NA,1,1,1,0,-1.65727477811928
NA,0,0,1,1,0.117196826137535
NA,0,0,0,1,-0.639965497686961
NA,0,0,0,0,-0.337010668650741
NA,1,0,0,0,-0.0294526188198187
NA,1,1,1,0,0.840452470200582
NA,0,1,0,0,0.527042519045155
NA,1,1,1,0,-1.72044359812221
NA,0,0,1,0,-1.84230183281312
NA,1,1,1,0,-1.00635024133329
NA,0,0,0,0,0.706158598674686
NA,0,0,0,0,0.200332377092427
NA,0,0,0,1,1.16052851979686
NA,0,0,0,0,0.561695804800795
1,0,1,1,0,-0.412333566064163
NA,1,1,1,1,-0.385682448149863
NA,1,1,1,0,-1.05667133632907
NA,0,0,0,0,-0.741133181651039
NA,1,1,1,1,-0.735602638720987
0,0,0,1,1,-0.396821890658849
NA,0,0,0,0,-0.611255811189182
NA,1,0,0,1,0.573642894471758
NA,1,1,1,0,0.764555493951514
NA,0,1,1,0,0.0680933342645551
NA,0,0,0,1,1.87701366340341
NA,0,0,1,0,1.27109695438912
NA,0,0,0,1,0.734004007253062
NA,0,0,0,1,0.587533656516853
